second,Volt,Volt
-216.0000E-09,+4.7437185421587E+00,+4.8241205513478E+00
-215.6000E-09,+4.7437185421586E+00,+4.8241205513477E+00
-215.2000E-09,+4.8241205513476E+00,+4.9045225605368E+00
-214.8000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-214.4000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-214.0000E-09,+4.7437185421587E+00,+4.9045225605369E+00
-213.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-213.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-212.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-212.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-212.0000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-211.6000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-211.2000E-09,+4.7437185421587E+00,+4.9045225605369E+00
-210.8000E-09,+4.7437185421586E+00,+4.9849245697259E+00
-210.4000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-210.0000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-209.6000E-09,+4.6633165329696E+00,+4.9045225605369E+00
-209.2000E-09,+4.6633165329695E+00,+4.9045225605369E+00
-208.8000E-09,+4.7437185421585E+00,+4.9045225605369E+00
-208.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-208.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-207.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-207.2000E-09,+4.7437185421586E+00,+4.8241205513478E+00
-206.8000E-09,+4.7437185421586E+00,+4.8241205513477E+00
-206.4000E-09,+4.7437185421586E+00,+4.9045225605368E+00
-206.0000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-205.6000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-205.2000E-09,+4.7437185421587E+00,+4.9045225605369E+00
-204.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-204.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-204.0000E-09,+4.7437185421586E+00,+4.9849245697259E+00
-203.6000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-203.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-202.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-202.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-202.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-201.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-201.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-200.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-200.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
